model_id,scenario_id,fault,target_modality,fault_length,phase,macro_f1,micro_f1,masked_bce,macro_f1_fold_std,micro_f1_fold_std,masked_bce_fold_std,fold_count,seed_count_per_fold
B5,persistent.drop.watch_acc,drop,watch_acc,15,post,0.619910817274,0.733086850253,0.381035178399,0.0436681983335,0.0293040088037,0.0283394122733,5,3
B5,persistent.drop.watch_acc,drop,watch_acc,15,pre,0.607939400158,0.729687723789,0.383252795272,0.0398605597767,0.0350395622733,0.0392529771147,5,3
B5,persistent.drop.watch_acc,drop,watch_acc,30,fault,0.582728872533,0.730747025884,0.390491705791,0.014892055854,0.0373092897738,0.0460394907035,5,3
B5,persistent.drop.watch_acc,drop,watch_acc,30,post,0.623311958506,0.747988393757,0.368156898639,0.0371266262418,0.0362122409538,0.0430047872367,5,3
B5,persistent.drop.watch_acc,drop,watch_acc,30,pre,0.611009263679,0.744022589946,0.367013674881,0.0515236655943,0.0347706093912,0.0362237239316,5,3
B5,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,5,fault,0.579009357663,0.682133427594,0.442902545011,0.0358548429619,0.0327871012001,0.031212377793,5,3
B5,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,5,post,0.609633868234,0.714235591209,0.408229581824,0.0287469879351,0.032879051538,0.0340283362192,5,3
B5,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,5,pre,0.610742562492,0.715858786293,0.403985129014,0.032372668872,0.0310255664885,0.0295303408948,5,3
B5,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,15,fault,0.591616559059,0.699234263509,0.418333314412,0.0379487835573,0.0295463901998,0.0328214452791,5,3
B5,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,15,post,0.619910817274,0.733086850253,0.381035178399,0.0436681983335,0.0293040088037,0.0283394122733,5,3
B5,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,15,pre,0.607939400158,0.729687723789,0.383252795272,0.0398605597767,0.0350395622733,0.0392529771147,5,3
B5,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,30,fault,0.57801142534,0.714752300456,0.404512238732,0.0431173736663,0.0326379517985,0.039693581039,5,3
B5,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,30,post,0.623311958506,0.747988393757,0.368156898639,0.0371266262418,0.0362122409538,0.0430047872367,5,3
B5,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,30,pre,0.611009263679,0.744022589946,0.367013674881,0.0515236655943,0.0347706093912,0.0362237239316,5,3
B5,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,5,fault,0.592809507809,0.696627533769,0.432909730788,0.0292127620449,0.0329481000665,0.0200639080387,5,3
B5,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,5,post,0.609633868234,0.714235591209,0.408229581824,0.0287469879351,0.032879051538,0.0340283362192,5,3
B5,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,5,pre,0.610742562492,0.715858786293,0.403985129014,0.032372668872,0.0310255664885,0.0295303408948,5,3
B5,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,15,fault,0.601588968914,0.713838940118,0.406889347767,0.0317774942719,0.029659997768,0.0216041387125,5,3
B5,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,15,post,0.619910817274,0.733086850253,0.381035178399,0.0436681983335,0.0293040088037,0.0283394122733,5,3
B5,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,15,pre,0.607939400158,0.729687723789,0.383252795272,0.0398605597767,0.0350395622733,0.0392529771147,5,3
B5,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,30,fault,0.591031958414,0.729413699615,0.390072152088,0.034339743676,0.0264274076252,0.0250036501101,5,3
B5,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,30,post,0.623311958506,0.747988393757,0.368156898639,0.0371266262418,0.0362122409538,0.0430047872367,5,3
B5,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,30,pre,0.611009263679,0.744022589946,0.367013674881,0.0515236655943,0.0347706093912,0.0362237239316,5,3
B5,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,5,fault,0.606232524027,0.710424322361,0.410854133123,0.0300494310971,0.0323636915679,0.0327713261124,5,3
B5,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,5,post,0.609633868234,0.714235591209,0.408229581824,0.0287469879351,0.032879051538,0.0340283362192,5,3
B5,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,5,pre,0.610742562492,0.715858786293,0.403985129014,0.032372668872,0.0310255664885,0.0295303408948,5,3
B5,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,15,fault,0.614597856084,0.727852530662,0.388194400642,0.0350625343292,0.0289998857687,0.0319387578092,5,3
B5,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,15,post,0.619910817274,0.733086850253,0.381035178399,0.0436681983335,0.0293040088037,0.0283394122733,5,3
B5,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,15,pre,0.607939400158,0.729687723789,0.383252795272,0.0398605597767,0.0350395622733,0.0392529771147,5,3
B5,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,30,fault,0.602135601176,0.742686885385,0.373387185197,0.0324828293677,0.0303238187211,0.0398086776997,5,3
B5,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,30,post,0.623311958506,0.747988393757,0.368156898639,0.0371266262418,0.0362122409538,0.0430047872367,5,3
B5,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,30,pre,0.611009263679,0.744022589946,0.367013674881,0.0515236655943,0.0347706093912,0.0362237239316,5,3
B5,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,5,fault,0.607654140201,0.712176240182,0.411754737891,0.0305659695637,0.0344779175904,0.0310248196582,5,3
B5,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,5,post,0.609633868234,0.714235591209,0.408229581824,0.0287469879351,0.032879051538,0.0340283362192,5,3
B5,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,5,pre,0.610742562492,0.715858786293,0.403985129014,0.032372668872,0.0310255664885,0.0295303408948,5,3
B5,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,15,fault,0.617306890129,0.730690026127,0.384498028264,0.0321026994584,0.0312308733196,0.0314394765818,5,3
B5,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,15,post,0.619910817274,0.733086850253,0.381035178399,0.0436681983335,0.0293040088037,0.0283394122733,5,3
B5,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,15,pre,0.607939400158,0.729687723789,0.383252795272,0.0398605597767,0.0350395622733,0.0392529771147,5,3
B5,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,30,fault,0.606773288741,0.746623799044,0.367327603596,0.035577193783,0.0318875541441,0.0369487463576,5,3
B5,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,30,post,0.623311958506,0.747988393757,0.368156898639,0.0371266262418,0.0362122409538,0.0430047872367,5,3
B5,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,30,pre,0.611009263679,0.744022589946,0.367013674881,0.0515236655943,0.0347706093912,0.0362237239316,5,3
B5,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,5,fault,0.567786726028,0.667146433472,0.445878934009,0.0358602216557,0.0294054803508,0.0236532980804,5,3
B5,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,5,post,0.609633868234,0.714235591209,0.408229581824,0.0287469879351,0.032879051538,0.0340283362192,5,3
B5,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,5,pre,0.610742562492,0.715858786293,0.403985129014,0.032372668872,0.0310255664885,0.0295303408948,5,3
B5,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,15,fault,0.578574822291,0.684696959347,0.423075050103,0.04398953172,0.0282091231208,0.0336593675906,5,3
B5,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,15,post,0.619910817274,0.733086850253,0.381035178399,0.0436681983335,0.0293040088037,0.0283394122733,5,3
B5,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,15,pre,0.607939400158,0.729687723789,0.383252795272,0.0398605597767,0.0350395622733,0.0392529771147,5,3
B5,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,30,fault,0.569174113147,0.696556492949,0.412191607279,0.053844197102,0.02998517171,0.0422713280499,5,3
B5,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,30,post,0.623311958506,0.747988393757,0.368156898639,0.0371266262418,0.0362122409538,0.0430047872367,5,3
B5,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,30,pre,0.611009263679,0.744022589946,0.367013674881,0.0515236655943,0.0347706093912,0.0362237239316,5,3
B5,persistent.gaussian_sigma_2.watch_acc,gaussian_sigma_2,watch_acc,5,fault,0.585959465392,0.695559244592,0.422951209519,0.0280534274946,0.0309628752737,0.0286186303844,5,3
B5,persistent.gaussian_sigma_2.watch_acc,gaussian_sigma_2,watch_acc,5,post,0.609633868234,0.714235591209,0.408229581824,0.0287469879351,0.032879051538,0.0340283362192,5,3
B5,persistent.gaussian_sigma_2.watch_acc,gaussian_sigma_2,watch_acc,5,pre,0.610742562492,0.715858786293,0.403985129014,0.032372668872,0.0310255664885,0.0295303408948,5,3
B5,persistent.gaussian_sigma_2.watch_acc,gaussian_sigma_2,watch_acc,15,fault,0.599147361134,0.714614064773,0.399047104066,0.0303962435931,0.0258432218988,0.027339252015,5,3
B5,persistent.gaussian_sigma_2.watch_acc,gaussian_sigma_2,watch_acc,15,post,0.619910817274,0.733086850253,0.381035178399,0.0436681983335,0.0293040088037,0.0283394122733,5,3
B5,persistent.gaussian_sigma_2.watch_acc,gaussian_sigma_2,watch_acc,15,pre,0.607939400158,0.729687723789,0.383252795272,0.0398605597767,0.0350395622733,0.0392529771147,5,3
B5,persistent.gaussian_sigma_2.watch_acc,gaussian_sigma_2,watch_acc,30,fault,0.584037862576,0.726401514072,0.385131544862,0.0308370434942,0.0266277776009,0.0324683338024,5,3
B5,persistent.gaussian_sigma_2.watch_acc,gaussian_sigma_2,watch_acc,30,post,0.623311958506,0.747988393757,0.368156898639,0.0371266262418,0.0362122409538,0.0430047872367,5,3
B5,persistent.gaussian_sigma_2.watch_acc,gaussian_sigma_2,watch_acc,30,pre,0.611009263679,0.744022589946,0.367013674881,0.0515236655943,0.0347706093912,0.0362237239316,5,3
P,persistent.drop.audio,drop,audio,5,fault,0.587963820987,0.689385339445,0.447411733946,0.0353465172282,0.0338316792524,0.0429222160545,5,3
P,persistent.drop.audio,drop,audio,5,post,0.607506069621,0.714115959654,0.407176083148,0.0292302365765,0.0330437823343,0.0316629746853,5,3
P,persistent.drop.audio,drop,audio,5,pre,0.608746278434,0.71627853826,0.40339988052,0.0339921966351,0.0302458900505,0.0259264054403,5,3
P,persistent.drop.audio,drop,audio,15,fault,0.601260576601,0.708069526075,0.421545535856,0.0357137971991,0.029476767065,0.0379320904625,5,3
P,persistent.drop.audio,drop,audio,15,post,0.619074945375,0.731892885197,0.380095696617,0.0404289583616,0.0293667067836,0.0240124330461,5,3
P,persistent.drop.audio,drop,audio,15,pre,0.605447014571,0.729219054657,0.381361049674,0.0332180804907,0.0361834728635,0.0335679191316,5,3
P,persistent.drop.audio,drop,audio,30,fault,0.58682726174,0.72126059549,0.405053577897,0.0326089290871,0.0376959651385,0.0446438311825,5,3
P,persistent.drop.audio,drop,audio,30,post,0.618630718119,0.747709320732,0.367122597144,0.0290597215378,0.0366252988282,0.0359134792509,5,3
P,persistent.drop.audio,drop,audio,30,pre,0.607021823749,0.74268744955,0.364705937433,0.045657854882,0.0319261751104,0.0296773686627,5,3
P,persistent.drop.location,drop,location,5,fault,0.591564337029,0.701279796423,0.427775923997,0.02559235093,0.030912667372,0.0176649355537,5,3
P,persistent.drop.location,drop,location,5,post,0.607506069621,0.714115959654,0.407176083148,0.0292302365765,0.0330437823343,0.0316629746853,5,3
P,persistent.drop.location,drop,location,5,pre,0.608746278434,0.71627853826,0.40339988052,0.0339921966351,0.0302458900505,0.0259264054403,5,3
P,persistent.drop.location,drop,location,15,fault,0.597616560624,0.72060586192,0.395601568119,0.021581295014,0.0297838005946,0.0224270742589,5,3
P,persistent.drop.location,drop,location,15,post,0.619074945375,0.731892885197,0.380095696617,0.0404289583616,0.0293667067836,0.0240124330461,5,3
P,persistent.drop.location,drop,location,15,pre,0.605447014571,0.729219054657,0.381361049674,0.0332180804907,0.0361834728635,0.0335679191316,5,3
P,persistent.drop.location,drop,location,30,fault,0.591060762417,0.737623332987,0.375993957808,0.0150668818536,0.0280806109492,0.0294622465996,5,3
P,persistent.drop.location,drop,location,30,post,0.618630718119,0.747709320732,0.367122597144,0.0290597215378,0.0366252988282,0.0359134792509,5,3
P,persistent.drop.location,drop,location,30,pre,0.607021823749,0.74268744955,0.364705937433,0.045657854882,0.0319261751104,0.0296773686627,5,3
P,persistent.drop.phone_acc,drop,phone_acc,5,fault,0.601325382537,0.710829106802,0.414660390576,0.0286777130611,0.034715874979,0.0356558058812,5,3
P,persistent.drop.phone_acc,drop,phone_acc,5,post,0.607506069621,0.714115959654,0.407176083148,0.0292302365765,0.0330437823343,0.0316629746853,5,3
P,persistent.drop.phone_acc,drop,phone_acc,5,pre,0.608746278434,0.71627853826,0.40339988052,0.0339921966351,0.0302458900505,0.0259264054403,5,3
P,persistent.drop.phone_acc,drop,phone_acc,15,fault,0.612627792269,0.729151312988,0.392016228343,0.0333721680314,0.0307952936313,0.0336814852208,5,3
P,persistent.drop.phone_acc,drop,phone_acc,15,post,0.619074945375,0.731892885197,0.380095696617,0.0404289583616,0.0293667067836,0.0240124330461,5,3
P,persistent.drop.phone_acc,drop,phone_acc,15,pre,0.605447014571,0.729219054657,0.381361049674,0.0332180804907,0.0361834728635,0.0335679191316,5,3
P,persistent.drop.phone_acc,drop,phone_acc,30,fault,0.599587022391,0.741831786858,0.3769626169,0.0257139918728,0.0360454226545,0.0418037264019,5,3
P,persistent.drop.phone_acc,drop,phone_acc,30,post,0.618630718119,0.747709320732,0.367122597144,0.0290597215378,0.0366252988282,0.0359134792509,5,3
P,persistent.drop.phone_acc,drop,phone_acc,30,pre,0.607021823749,0.74268744955,0.364705937433,0.045657854882,0.0319261751104,0.0296773686627,5,3
P,persistent.drop.phone_gyro,drop,phone_gyro,5,fault,0.600839218498,0.711114597693,0.413820417196,0.02991121549,0.0335218614208,0.0300292833037,5,3
P,persistent.drop.phone_gyro,drop,phone_gyro,5,post,0.607506069621,0.714115959654,0.407176083148,0.0292302365765,0.0330437823343,0.0316629746853,5,3
P,persistent.drop.phone_gyro,drop,phone_gyro,5,pre,0.608746278434,0.71627853826,0.40339988052,0.0339921966351,0.0302458900505,0.0259264054403,5,3
P,persistent.drop.phone_gyro,drop,phone_gyro,15,fault,0.612600376036,0.730557030671,0.387355193811,0.0312428017074,0.029657582577,0.0297928653713,5,3
P,persistent.drop.phone_gyro,drop,phone_gyro,15,post,0.619074945375,0.731892885197,0.380095696617,0.0404289583616,0.0293667067836,0.0240124330461,5,3
P,persistent.drop.phone_gyro,drop,phone_gyro,15,pre,0.605447014571,0.729219054657,0.381361049674,0.0332180804907,0.0361834728635,0.0335679191316,5,3
P,persistent.drop.phone_gyro,drop,phone_gyro,30,fault,0.601224828996,0.743121813755,0.371224543545,0.0266325107837,0.0335568925393,0.0369672733483,5,3
P,persistent.drop.phone_gyro,drop,phone_gyro,30,post,0.618630718119,0.747709320732,0.367122597144,0.0290597215378,0.0366252988282,0.0359134792509,5,3
P,persistent.drop.phone_gyro,drop,phone_gyro,30,pre,0.607021823749,0.74268744955,0.364705937433,0.045657854882,0.0319261751104,0.0296773686627,5,3
P,persistent.drop.phone_state,drop,phone_state,5,fault,0.585674421164,0.685918054829,0.435568354857,0.0329359409518,0.0285791222092,0.027335519334,5,3
P,persistent.drop.phone_state,drop,phone_state,5,post,0.607506069621,0.714115959654,0.407176083148,0.0292302365765,0.0330437823343,0.0316629746853,5,3
P,persistent.drop.phone_state,drop,phone_state,5,pre,0.608746278434,0.71627853826,0.40339988052,0.0339921966351,0.0302458900505,0.0259264054403,5,3
P,persistent.drop.phone_state,drop,phone_state,15,fault,0.595982710214,0.704496603739,0.411478040893,0.0355163750658,0.027619525922,0.0392234085517,5,3
P,persistent.drop.phone_state,drop,phone_state,15,post,0.619074945375,0.731892885197,0.380095696617,0.0404289583616,0.0293667067836,0.0240124330461,5,3
P,persistent.drop.phone_state,drop,phone_state,15,pre,0.605447014571,0.729219054657,0.381361049674,0.0332180804907,0.0361834728635,0.0335679191316,5,3
P,persistent.drop.phone_state,drop,phone_state,30,fault,0.586389276552,0.714928741094,0.400946400379,0.0358730526153,0.0312804326551,0.0462013810284,5,3
P,persistent.drop.phone_state,drop,phone_state,30,post,0.618630718119,0.747709320732,0.367122597144,0.0290597215378,0.0366252988282,0.0359134792509,5,3
P,persistent.drop.phone_state,drop,phone_state,30,pre,0.607021823749,0.74268744955,0.364705937433,0.045657854882,0.0319261751104,0.0296773686627,5,3
P,persistent.drop.watch_acc,drop,watch_acc,5,fault,0.572993965456,0.696290406911,0.429607987503,0.018990675386,0.0383223577544,0.0341682624325,5,3
P,persistent.drop.watch_acc,drop,watch_acc,5,post,0.607506069621,0.714115959654,0.407176083148,0.0292302365765,0.0330437823343,0.0316629746853,5,3
P,persistent.drop.watch_acc,drop,watch_acc,5,pre,0.608746278434,0.71627853826,0.40339988052,0.0339921966351,0.0302458900505,0.0259264054403,5,3
P,persistent.drop.watch_acc,drop,watch_acc,15,fault,0.586074555351,0.715968694891,0.405635177462,0.0142234004016,0.03569236696,0.033246907758,5,3
P,persistent.drop.watch_acc,drop,watch_acc,15,post,0.619074945375,0.731892885197,0.380095696617,0.0404289583616,0.0293667067836,0.0240124330461,5,3
P,persistent.drop.watch_acc,drop,watch_acc,15,pre,0.605447014571,0.729219054657,0.381361049674,0.0332180804907,0.0361834728635,0.0335679191316,5,3
P,persistent.drop.watch_acc,drop,watch_acc,30,fault,0.574236852632,0.728292433146,0.392037208209,0.015163722855,0.0401768676013,0.0402444087008,5,3
P,persistent.drop.watch_acc,drop,watch_acc,30,post,0.618630718119,0.747709320732,0.367122597144,0.0290597215378,0.0366252988282,0.0359134792509,5,3
P,persistent.drop.watch_acc,drop,watch_acc,30,pre,0.607021823749,0.74268744955,0.364705937433,0.045657854882,0.0319261751104,0.0296773686627,5,3
P,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,5,fault,0.576621706809,0.681793734446,0.44271004664,0.0324240332813,0.0339049311028,0.0322254866451,5,3
P,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,5,post,0.607506069621,0.714115959654,0.407176083148,0.0292302365765,0.0330437823343,0.0316629746853,5,3
P,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,5,pre,0.608746278434,0.71627853826,0.40339988052,0.0339921966351,0.0302458900505,0.0259264054403,5,3
P,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,15,fault,0.589679952215,0.699748043338,0.417032895058,0.0330813399827,0.0276567070596,0.0279204385127,5,3
P,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,15,post,0.619074945375,0.731892885197,0.380095696617,0.0404289583616,0.0293667067836,0.0240124330461,5,3
P,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,15,pre,0.605447014571,0.729219054657,0.381361049674,0.0332180804907,0.0361834728635,0.0335679191316,5,3
P,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,30,fault,0.576257201124,0.714441236232,0.400732949188,0.0322112393218,0.0311571928553,0.0309037164611,5,3
P,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,30,post,0.618630718119,0.747709320732,0.367122597144,0.0290597215378,0.0366252988282,0.0359134792509,5,3
P,persistent.gaussian_sigma_2.audio,gaussian_sigma_2,audio,30,pre,0.607021823749,0.74268744955,0.364705937433,0.045657854882,0.0319261751104,0.0296773686627,5,3
P,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,5,fault,0.59013375205,0.695341371807,0.431295574399,0.0290749222608,0.0342253758108,0.0215686945825,5,3
P,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,5,post,0.607506069621,0.714115959654,0.407176083148,0.0292302365765,0.0330437823343,0.0316629746853,5,3
P,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,5,pre,0.608746278434,0.71627853826,0.40339988052,0.0339921966351,0.0302458900505,0.0259264054403,5,3
P,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,15,fault,0.598013885597,0.712827851866,0.404768212626,0.0281647054776,0.0303810811393,0.0204479974816,5,3
P,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,15,post,0.619074945375,0.731892885197,0.380095696617,0.0404289583616,0.0293667067836,0.0240124330461,5,3
P,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,15,pre,0.605447014571,0.729219054657,0.381361049674,0.0332180804907,0.0361834728635,0.0335679191316,5,3
P,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,30,fault,0.588358727809,0.727634355842,0.387986642717,0.0222501621154,0.0319308483394,0.022998511882,5,3
P,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,30,post,0.618630718119,0.747709320732,0.367122597144,0.0290597215378,0.0366252988282,0.0359134792509,5,3
P,persistent.gaussian_sigma_2.location,gaussian_sigma_2,location,30,pre,0.607021823749,0.74268744955,0.364705937433,0.045657854882,0.0319261751104,0.0296773686627,5,3
P,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,5,fault,0.603000401238,0.70871593821,0.410594800639,0.0289249274823,0.0346229525371,0.032403372886,5,3
P,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,5,post,0.607506069621,0.714115959654,0.407176083148,0.0292302365765,0.0330437823343,0.0316629746853,5,3
P,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,5,pre,0.608746278434,0.71627853826,0.40339988052,0.0339921966351,0.0302458900505,0.0259264054403,5,3
P,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,15,fault,0.611189169305,0.726235834604,0.386731733859,0.0298555620505,0.030292514159,0.0286000722473,5,3
P,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,15,post,0.619074945375,0.731892885197,0.380095696617,0.0404289583616,0.0293667067836,0.0240124330461,5,3
P,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,15,pre,0.605447014571,0.729219054657,0.381361049674,0.0332180804907,0.0361834728635,0.0335679191316,5,3
P,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,30,fault,0.600273385373,0.740072300413,0.372714369128,0.0225863211584,0.0338210670796,0.0344595845812,5,3
P,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,30,post,0.618630718119,0.747709320732,0.367122597144,0.0290597215378,0.0366252988282,0.0359134792509,5,3
P,persistent.gaussian_sigma_2.phone_acc,gaussian_sigma_2,phone_acc,30,pre,0.607021823749,0.74268744955,0.364705937433,0.045657854882,0.0319261751104,0.0296773686627,5,3
P,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,5,fault,0.605096437341,0.711033498472,0.410913017879,0.0271632252067,0.0341631865742,0.0292252449871,5,3
P,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,5,post,0.607506069621,0.714115959654,0.407176083148,0.0292302365765,0.0330437823343,0.0316629746853,5,3
P,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,5,pre,0.608746278434,0.71627853826,0.40339988052,0.0339921966351,0.0302458900505,0.0259264054403,5,3
P,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,15,fault,0.614587639926,0.729742552415,0.383097571963,0.0260960082986,0.0306735760539,0.0275664733363,5,3
P,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,15,post,0.619074945375,0.731892885197,0.380095696617,0.0404289583616,0.0293667067836,0.0240124330461,5,3
P,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,15,pre,0.605447014571,0.729219054657,0.381361049674,0.0332180804907,0.0361834728635,0.0335679191316,5,3
P,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,30,fault,0.604614435143,0.744146580739,0.366121124522,0.0221296250008,0.0334695827619,0.0325086021787,5,3
P,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,30,post,0.618630718119,0.747709320732,0.367122597144,0.0290597215378,0.0366252988282,0.0359134792509,5,3
P,persistent.gaussian_sigma_2.phone_gyro,gaussian_sigma_2,phone_gyro,30,pre,0.607021823749,0.74268744955,0.364705937433,0.045657854882,0.0319261751104,0.0296773686627,5,3
P,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,5,fault,0.573440119519,0.675965823678,0.435867871924,0.0304761267001,0.0305667941069,0.0199036621602,5,3
P,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,5,post,0.607506069621,0.714115959654,0.407176083148,0.0292302365765,0.0330437823343,0.0316629746853,5,3
P,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,5,pre,0.608746278434,0.71627853826,0.40339988052,0.0339921966351,0.0302458900505,0.0259264054403,5,3
P,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,15,fault,0.584529494768,0.693998815211,0.412167331955,0.0329136569362,0.0258966057627,0.0248773842394,5,3
P,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,15,post,0.619074945375,0.731892885197,0.380095696617,0.0404289583616,0.0293667067836,0.0240124330461,5,3
P,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,15,pre,0.605447014571,0.729219054657,0.381361049674,0.0332180804907,0.0361834728635,0.0335679191316,5,3
P,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,30,fault,0.578294490431,0.705568750365,0.400768383498,0.0385466827464,0.0250601481367,0.0303672403952,5,3
P,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,30,post,0.618630718119,0.747709320732,0.367122597144,0.0290597215378,0.0366252988282,0.0359134792509,5,3
P,persistent.gaussian_sigma_2.phone_state,gaussian_sigma_2,phone_state,30,pre,0.607021823749,0.74268744955,0.364705937433,0.045657854882,0.0319261751104,0.0296773686627,5,3
P,persistent.gaussian_sigma_2.watch_acc,gaussian_sigma_2,watch_acc,5,fault,0.582462081018,0.69351619755,0.423632041771,0.0307359839798,0.0304541941029,0.0256696022977,5,3
P,persistent.gaussian_sigma_2.watch_acc,gaussian_sigma_2,watch_acc,5,post,0.607506069621,0.714115959654,0.407176083148,0.0292302365765,0.0330437823343,0.0316629746853,5,3
P,persistent.gaussian_sigma_2.watch_acc,gaussian_sigma_2,watch_acc,5,pre,0.608746278434,0.71627853826,0.40339988052,0.0339921966351,0.0302458900505,0.0259264054403,5,3
P,persistent.gaussian_sigma_2.watch_acc,gaussian_sigma_2,watch_acc,15,fault,0.59349201912,0.71192635793,0.399998240223,0.027720777521,0.0259896820526,0.023326897104,5,3
