run_key,group,profile,model_name,fold,seed,status,attempt_count,created_at,updated_at,run_dir,protocol_sha256,command,reason,error_log
V2-3|P2-A1|fold0|seed13,V2-3,v2_seed13,P2-A1,0,13,success,1,2026-09-17T13:34:55.676456+00:00,2026-09-17T14:35:47.353346+00:00,runs/v2/phase_v2_3/extrasensory-p2-a1-utility-only-fold0-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py train --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A1 --fold 0 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A1_fold0_seed13\attempt-1.log
V2-3|P2-A1|fold1|seed13,V2-3,v2_seed13,P2-A1,1,13,success,2,2026-09-17T13:34:55.676456+00:00,2026-09-18T04:42:38.756420+00:00,runs/v2/phase_v2_3/extrasensory-p2-a1-utility-only-fold1-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py train --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A1 --fold 1 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A1_fold1_seed13\attempt-2.log
V2-3|P2-A1|fold2|seed13,V2-3,v2_seed13,P2-A1,2,13,success,1,2026-09-17T13:34:55.676456+00:00,2026-09-18T06:25:46.185274+00:00,runs/v2/phase_v2_3/extrasensory-p2-a1-utility-only-fold2-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py train --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A1 --fold 2 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A1_fold2_seed13\attempt-1.log
V2-3|P2-A1|fold3|seed13,V2-3,v2_seed13,P2-A1,3,13,success,1,2026-09-17T13:34:55.676456+00:00,2026-09-18T08:16:58.116130+00:00,runs/v2/phase_v2_3/extrasensory-p2-a1-utility-only-fold3-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py train --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A1 --fold 3 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A1_fold3_seed13\attempt-1.log
V2-3|P2-A1|fold4|seed13,V2-3,v2_seed13,P2-A1,4,13,success,1,2026-09-17T13:34:55.676456+00:00,2026-09-18T10:20:34.774085+00:00,runs/v2/phase_v2_3/extrasensory-p2-a1-utility-only-fold4-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py train --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A1 --fold 4 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A1_fold4_seed13\attempt-1.log
V2-3|P2-A2|fold0|seed13,V2-3,v2_seed13,P2-A2,0,13,success,1,2026-09-17T13:34:55.676456+00:00,2026-09-17T15:02:55.048020+00:00,runs/v2/phase_v2_3/extrasensory-p2-a2-no-ranking-fold0-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py train --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A2 --fold 0 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A2_fold0_seed13\attempt-1.log
V2-3|P2-A2|fold1|seed13,V2-3,v2_seed13,P2-A2,1,13,success,1,2026-09-17T13:34:55.676456+00:00,2026-09-18T05:02:56.222385+00:00,runs/v2/phase_v2_3/extrasensory-p2-a2-no-ranking-fold1-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py train --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A2 --fold 1 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A2_fold1_seed13\attempt-1.log
V2-3|P2-A2|fold2|seed13,V2-3,v2_seed13,P2-A2,2,13,success,1,2026-09-17T13:34:55.676456+00:00,2026-09-18T06:50:05.790783+00:00,runs/v2/phase_v2_3/extrasensory-p2-a2-no-ranking-fold2-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py train --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A2 --fold 2 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A2_fold2_seed13\attempt-1.log
V2-3|P2-A2|fold3|seed13,V2-3,v2_seed13,P2-A2,3,13,success,2,2026-09-17T13:34:55.676456+00:00,2026-09-18T09:13:25.738696+00:00,runs/v2/phase_v2_3/extrasensory-p2-a2-no-ranking-fold3-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py train --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A2 --fold 3 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A2_fold3_seed13\attempt-2.log
V2-3|P2-A2|fold4|seed13,V2-3,v2_seed13,P2-A2,4,13,success,1,2026-09-17T13:34:55.676456+00:00,2026-09-18T10:38:22.921293+00:00,runs/v2/phase_v2_3/extrasensory-p2-a2-no-ranking-fold4-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py train --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A2 --fold 4 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A2_fold4_seed13\attempt-1.log
V2-3|P2-A3|fold0|seed13,V2-3,v2_seed13,P2-A3,0,13,success,1,2026-09-17T13:34:55.676456+00:00,2026-09-17T15:30:15.569935+00:00,runs/v2/phase_v2_3/extrasensory-p2-a3-no-quality-fold0-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py train --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A3 --fold 0 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A3_fold0_seed13\attempt-1.log
V2-3|P2-A3|fold1|seed13,V2-3,v2_seed13,P2-A3,1,13,success,1,2026-09-17T13:34:55.676456+00:00,2026-09-18T05:32:29.521940+00:00,runs/v2/phase_v2_3/extrasensory-p2-a3-no-quality-fold1-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py train --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A3 --fold 1 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A3_fold1_seed13\attempt-1.log
V2-3|P2-A3|fold2|seed13,V2-3,v2_seed13,P2-A3,2,13,success,1,2026-09-17T13:34:55.676456+00:00,2026-09-18T07:15:21.749468+00:00,runs/v2/phase_v2_3/extrasensory-p2-a3-no-quality-fold2-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py train --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A3 --fold 2 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A3_fold2_seed13\attempt-1.log
V2-3|P2-A3|fold3|seed13,V2-3,v2_seed13,P2-A3,3,13,success,1,2026-09-17T13:34:55.676456+00:00,2026-09-18T09:42:28.611930+00:00,runs/v2/phase_v2_3/extrasensory-p2-a3-no-quality-fold3-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py train --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A3 --fold 3 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A3_fold3_seed13\attempt-1.log
V2-3|P2-A3|fold4|seed13,V2-3,v2_seed13,P2-A3,4,13,success,1,2026-09-17T13:34:55.676456+00:00,2026-09-18T10:59:53.391548+00:00,runs/v2/phase_v2_3/extrasensory-p2-a3-no-quality-fold4-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py train --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A3 --fold 4 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A3_fold4_seed13\attempt-1.log
V2-3|P2-A4|fold0|seed13,V2-3,v2_seed13,P2-A4,0,13,success,1,2026-09-17T13:34:55.676456+00:00,2026-09-17T15:30:25.787784+00:00,runs/v2/phase_v2_3/extrasensory-p2-a4-forced-only-fold0-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py derive-a4 --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A4 --fold 0 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A4_fold0_seed13\attempt-1.log
V2-3|P2-A4|fold1|seed13,V2-3,v2_seed13,P2-A4,1,13,success,1,2026-09-17T13:34:55.676456+00:00,2026-09-18T05:32:40.575097+00:00,runs/v2/phase_v2_3/extrasensory-p2-a4-forced-only-fold1-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py derive-a4 --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A4 --fold 1 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A4_fold1_seed13\attempt-1.log
V2-3|P2-A4|fold2|seed13,V2-3,v2_seed13,P2-A4,2,13,success,1,2026-09-17T13:34:55.676456+00:00,2026-09-18T07:15:33.236241+00:00,runs/v2/phase_v2_3/extrasensory-p2-a4-forced-only-fold2-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py derive-a4 --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A4 --fold 2 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A4_fold2_seed13\attempt-1.log
V2-3|P2-A4|fold3|seed13,V2-3,v2_seed13,P2-A4,3,13,success,1,2026-09-17T13:34:55.676456+00:00,2026-09-18T09:42:40.696049+00:00,runs/v2/phase_v2_3/extrasensory-p2-a4-forced-only-fold3-seed13-v2_seed13,2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\.venv-dev\Scripts\python.exe C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense\scripts\run_v2_phase3_unit.py derive-a4 --project-root C:\Users\Cs060\Documents\Codex\2026-09-10\zi-a\outputs\robustsense --variant P2-A4 --fold 3 --seed 13 --protocol-sha256 2d0aa3040711373d5db25ce22a7ea07812e03b218356545ce54c35173ae1ea90,,runs\v2\_phase_v2_3_logs\V2-3_P2-A4_fold3_seed13\attempt-1.log
