run_key,run_dir,model_id,fold,seed,macro_f1,micro_f1,mean_average_precision,brier_score
V2-4|B4|fold0|seed13,runs/extrasensory-gated-fold0-seed13-credible,B4,0,13,0.547100031109,0.720286905547,0.560428869182,0.131805834201
V2-4|B4|fold0|seed29,runs/extrasensory-gated-fold0-seed29-full,B4,0,29,0.562509046757,0.710747379323,0.560694476921,0.127178700085
V2-4|B4|fold0|seed47,runs/extrasensory-gated-fold0-seed47-full,B4,0,47,0.551548843009,0.700861917326,0.550680549454,0.130973426413
V2-4|B4|fold1|seed13,runs/extrasensory-gated-fold1-seed13-credible,B4,1,13,0.590123337388,0.69062097018,0.5868627472,0.133897262927
V2-4|B4|fold1|seed29,runs/extrasensory-gated-fold1-seed29-full,B4,1,29,0.584905300958,0.670644808525,0.578559229,0.134704307315
V2-4|B4|fold1|seed47,runs/extrasensory-gated-fold1-seed47-full,B4,1,47,0.578713494302,0.684153399033,0.580389505509,0.134070914951
V2-4|B4|fold2|seed13,runs/extrasensory-gated-fold2-seed13-credible,B4,2,13,0.581147318427,0.705601694807,0.570831637078,0.12621656355
V2-4|B4|fold2|seed29,runs/extrasensory-gated-fold2-seed29-full,B4,2,29,0.572192820736,0.704617630955,0.570581406415,0.125148396144
V2-4|B4|fold2|seed47,runs/extrasensory-gated-fold2-seed47-full,B4,2,47,0.566933937449,0.692657504776,0.555028035205,0.131927469148
V2-4|B4|fold3|seed13,runs/extrasensory-gated-fold3-seed13-credible,B4,3,13,0.517159980149,0.687909829553,0.520640944538,0.125358392444
V2-4|B4|fold3|seed29,runs/extrasensory-gated-fold3-seed29-full,B4,3,29,0.522251506105,0.692477503397,0.531125845243,0.135172575387
V2-4|B4|fold3|seed47,runs/extrasensory-gated-fold3-seed47-full,B4,3,47,0.527950892629,0.68055722933,0.528957131168,0.127255478377
V2-4|B4|fold4|seed13,runs/extrasensory-gated-fold4-seed13-credible,B4,4,13,0.599715564449,0.678518870869,0.599293733956,0.143900773399
V2-4|B4|fold4|seed29,runs/extrasensory-gated-fold4-seed29-full,B4,4,29,0.587419539578,0.665674573868,0.606275927515,0.148020669083
V2-4|B4|fold4|seed47,runs/extrasensory-gated-fold4-seed47-full,B4,4,47,0.587351090865,0.681618456775,0.598108869339,0.146169502023
V2-4|B5|fold0|seed13,runs/extrasensory-robust-gated-fold0-seed13-credible,B5,0,13,0.583853879322,0.706860201531,0.596930633197,0.125613414518
V2-4|B5|fold0|seed29,runs/extrasensory-robust-gated-fold0-seed29-full,B5,0,29,0.5815131155,0.714289298568,0.586580053385,0.124322167633
V2-4|B5|fold0|seed47,runs/extrasensory-robust-gated-fold0-seed47-full,B5,0,47,0.580118816632,0.722760050955,0.581064911566,0.127541454054
V2-4|B5|fold1|seed13,runs/extrasensory-robust-gated-fold1-seed13-credible,B5,1,13,0.588143942472,0.675691118568,0.581419574915,0.129862839156
V2-4|B5|fold1|seed29,runs/extrasensory-robust-gated-fold1-seed29-full,B5,1,29,0.594775292996,0.669546058176,0.584574379321,0.134198582381
V2-4|B5|fold1|seed47,runs/extrasensory-robust-gated-fold1-seed47-full,B5,1,47,0.585849022891,0.670003483858,0.584659094234,0.135514394505
V2-4|B5|fold2|seed13,runs/extrasensory-robust-gated-fold2-seed13-credible,B5,2,13,0.582585968685,0.704943917217,0.571520073113,0.127776090211
V2-4|B5|fold2|seed29,runs/extrasensory-robust-gated-fold2-seed29-full,B5,2,29,0.588018219977,0.721145260893,0.571953719004,0.124550071905
V2-4|B5|fold2|seed47,runs/extrasensory-robust-gated-fold2-seed47-full,B5,2,47,0.589966075201,0.722904567904,0.576925576625,0.126230866756
V2-4|B5|fold3|seed13,runs/extrasensory-robust-gated-fold3-seed13-credible,B5,3,13,0.531313930765,0.696867820309,0.536122069031,0.130882976295
V2-4|B5|fold3|seed29,runs/extrasensory-robust-gated-fold3-seed29-full,B5,3,29,0.537025050457,0.685676171419,0.535745364378,0.137460137973
V2-4|B5|fold3|seed47,runs/extrasensory-robust-gated-fold3-seed47-full,B5,3,47,0.540941841979,0.712280085308,0.551342434484,0.127111575493
V2-4|B5|fold4|seed13,runs/extrasensory-robust-gated-fold4-seed13-credible,B5,4,13,0.592509659027,0.666407904805,0.606924381455,0.147172655484
V2-4|B5|fold4|seed29,runs/extrasensory-robust-gated-fold4-seed29-full,B5,4,29,0.603662875527,0.688566839727,0.606655992018,0.150793502513
V2-4|B5|fold4|seed47,runs/extrasensory-robust-gated-fold4-seed47-full,B5,4,47,0.598795458925,0.693499560076,0.60483754926,0.13951761648
V2-4|P|fold0|seed13,runs/extrasensory-quality-aware-fold0-seed13-credible,P,0,13,0.577115905842,0.715304338324,0.582531339949,0.126967595149
V2-4|P|fold0|seed29,runs/extrasensory-quality-aware-fold0-seed29-full,P,0,29,0.580016326338,0.713035777343,0.581867694771,0.128156153682
V2-4|P|fold0|seed47,runs/extrasensory-quality-aware-fold0-seed47-full,P,0,47,0.573252720885,0.708458506356,0.581412023406,0.132065710771
V2-4|P|fold1|seed13,runs/extrasensory-quality-aware-fold1-seed13-credible,P,1,13,0.595433888777,0.688993175157,0.592771835534,0.132074650001
V2-4|P|fold1|seed29,runs/extrasensory-quality-aware-fold1-seed29-full,P,1,29,0.590430909684,0.67435753046,0.584223982608,0.127757240994
V2-4|P|fold1|seed47,runs/extrasensory-quality-aware-fold1-seed47-full,P,1,47,0.588163298796,0.693410777603,0.583179304601,0.141817622826
V2-4|P|fold2|seed13,runs/extrasensory-quality-aware-fold2-seed13-credible,P,2,13,0.589155157591,0.717613293834,0.565352214561,0.125693771107
V2-4|P|fold2|seed29,runs/extrasensory-quality-aware-fold2-seed29-full,P,2,29,0.584956765066,0.719062653989,0.580706571871,0.124922310166
V2-4|P|fold2|seed47,runs/extrasensory-quality-aware-fold2-seed47-full,P,2,47,0.580281822585,0.716097950551,0.563572656989,0.125321238727
V2-4|P|fold3|seed13,runs/extrasensory-quality-aware-fold3-seed13-credible,P,3,13,0.528182536291,0.69243707894,0.523977924605,0.128239172691
V2-4|P|fold3|seed29,runs/extrasensory-quality-aware-fold3-seed29-full,P,3,29,0.538444723726,0.70581100987,0.54375258215,0.127214952639
V2-4|P|fold3|seed47,runs/extrasensory-quality-aware-fold3-seed47-full,P,3,47,0.53317557538,0.683709561094,0.53894057777,0.133635528719
V2-4|P|fold4|seed13,runs/extrasensory-quality-aware-fold4-seed13-credible,P,4,13,0.600583953422,0.684347625381,0.615616731427,0.145884051199
V2-4|P|fold4|seed29,runs/extrasensory-quality-aware-fold4-seed29-full,P,4,29,0.594093495015,0.67495284687,0.59742311696,0.139782747586
V2-4|P|fold4|seed47,runs/extrasensory-quality-aware-fold4-seed47-full,P,4,47,0.596886831855,0.683015334618,0.61171197054,0.144662515921
V2-4|P2|fold0|seed13,runs/v2/phase_v2_3/extrasensory-p2-fold0-seed13-v2_seed13,P2,0,13,0.586448122066,0.715372390911,0.590603663671,0.12633498677
V2-4|P2|fold0|seed29,runs/v2/phase_v2_4/extrasensory-p2-fold0-seed29-v2_multiseed,P2,0,29,0.577601628591,0.718143509014,0.58059658749,0.128329648501
V2-4|P2|fold0|seed47,runs/v2/phase_v2_4/extrasensory-p2-fold0-seed47-v2_multiseed,P2,0,47,0.571619776388,0.716795129039,0.5857275313,0.129378494347
V2-4|P2|fold1|seed13,runs/v2/phase_v2_3/extrasensory-p2-fold1-seed13-v2_seed13,P2,1,13,0.59553401236,0.684269241275,0.589748751297,0.134116675519
V2-4|P2|fold1|seed29,runs/v2/phase_v2_4/extrasensory-p2-fold1-seed29-v2_multiseed,P2,1,29,0.589796085039,0.670372211962,0.583402160422,0.129616544388
V2-4|P2|fold1|seed47,runs/v2/phase_v2_4/extrasensory-p2-fold1-seed47-v2_multiseed,P2,1,47,0.590028631859,0.69488375464,0.593848930868,0.138166405718
V2-4|P2|fold2|seed13,runs/v2/phase_v2_3/extrasensory-p2-fold2-seed13-v2_seed13,P2,2,13,0.577058677877,0.698881634236,0.559182675945,0.127414100225
V2-4|P2|fold2|seed29,runs/v2/phase_v2_4/extrasensory-p2-fold2-seed29-v2_multiseed,P2,2,29,0.582597719335,0.704627681802,0.578511545391,0.126101856808
V2-4|P2|fold2|seed47,runs/v2/phase_v2_4/extrasensory-p2-fold2-seed47-v2_multiseed,P2,2,47,0.58294324109,0.710276853538,0.562213005439,0.126996821173
V2-4|P2|fold3|seed13,runs/v2/phase_v2_3/extrasensory-p2-fold3-seed13-v2_seed13,P2,3,13,0.546229145038,0.695739921111,0.551752762263,0.125040873049
V2-4|P2|fold3|seed29,runs/v2/phase_v2_4/extrasensory-p2-fold3-seed29-v2_multiseed,P2,3,29,0.517510134064,0.677211648547,0.524953349511,0.130279548201
V2-4|P2|fold3|seed47,runs/v2/phase_v2_4/extrasensory-p2-fold3-seed47-v2_multiseed,P2,3,47,0.546509195141,0.721061632123,0.548286317018,0.131404993262
V2-4|P2|fold4|seed13,runs/v2/phase_v2_3/extrasensory-p2-fold4-seed13-v2_seed13,P2,4,13,0.601285630297,0.69882395836,0.609522206516,0.141790943595
V2-4|P2|fold4|seed29,runs/v2/phase_v2_4/extrasensory-p2-fold4-seed29-v2_multiseed,P2,4,29,0.602423284038,0.684545784381,0.62393180213,0.14226224157
V2-4|P2|fold4|seed47,runs/v2/phase_v2_4/extrasensory-p2-fold4-seed47-v2_multiseed,P2,4,47,0.597676163482,0.699871094094,0.607820808644,0.141713922856
