model_id,fold,scenario_id,available_count,available_modalities,drop_modalities,macro_f1,micro_f1,mean_average_precision,brier_score,seed_count
B4,0,mask.011011,4,phone_gyro|watch_acc|audio|phone_state,phone_acc|location,0.512061365115,0.688995239811,0.517808915655,0.131514086037,3
B4,0,mask.011100,3,phone_gyro|watch_acc|location,phone_acc|audio|phone_state,0.462959261476,0.617328723045,0.493526142667,0.163374713827,3
B4,0,mask.011101,4,phone_gyro|watch_acc|location|phone_state,phone_acc|audio,0.547328250366,0.697770857883,0.549053731412,0.131179488589,3
B4,0,mask.011110,4,phone_gyro|watch_acc|location|audio,phone_acc|phone_state,0.511068385322,0.672887899108,0.52844285308,0.13380863552,3
B4,0,mask.011111,5,phone_gyro|watch_acc|location|audio|phone_state,phone_acc,0.557983855832,0.713605759481,0.559547257884,0.121849936394,3
B4,0,mask.100000,1,phone_acc,phone_gyro|watch_acc|location|audio|phone_state,0.363872253748,0.569751345921,0.37391227198,0.1844639879,3
B4,0,mask.100001,2,phone_acc|phone_state,phone_gyro|watch_acc|location|audio,0.450416428532,0.653466285855,0.458820229088,0.155900922365,3
B4,0,mask.100010,2,phone_acc|audio,phone_gyro|watch_acc|location|phone_state,0.421836957733,0.626975616036,0.409021831606,0.159376370706,3
B4,0,mask.100011,3,phone_acc|audio|phone_state,phone_gyro|watch_acc|location,0.474453836281,0.675511794871,0.475074891665,0.142014684369,3
B4,0,mask.100100,2,phone_acc|location,phone_gyro|watch_acc|audio|phone_state,0.450717240675,0.630979470346,0.435034480442,0.156490734144,3
B4,0,mask.100101,3,phone_acc|location|phone_state,phone_gyro|watch_acc|audio,0.498969590976,0.685562853802,0.492002156789,0.136864775012,3
B4,0,mask.100110,3,phone_acc|location|audio,phone_gyro|watch_acc|phone_state,0.474706626757,0.664212645153,0.463928044807,0.143478115692,3
B4,0,mask.100111,4,phone_acc|location|audio|phone_state,phone_gyro|watch_acc,0.511814520579,0.701321032437,0.508713307362,0.129823137912,3
B4,0,mask.101000,2,phone_acc|watch_acc,phone_gyro|location|audio|phone_state,0.437283828623,0.620026467358,0.460680331459,0.16074777986,3
B4,0,mask.101001,3,phone_acc|watch_acc|phone_state,phone_gyro|location|audio,0.500465274833,0.679544215918,0.521047099573,0.141004363393,3
